Sr,Date,URL,ID,User,Tweet,emotion_text2emotion
3512,2020-04-28 23:24:04+00:00,https://twitter.com/PhDfriendSana/status/1255276626197319682,1.26E+18,PhDfriendSana,"@kooh_e_noor @FaizanWarraichh @ImranKhanPTI @hecpkofficial @fawadchaudhry @ZakaWaqar @mubasherlucman We must rethink why education is not our first priority?? Either it's school education, monthly stipend for research assistants and job opportunities for #phd  holders! 
@fawadchaudhry @Shafqat_Mahmood @ImranKhanPTI",Happy
3513,2020-04-28 14:06:49+00:00,https://twitter.com/DAADthailand/status/1255136392474062854,1.26E+18,DAADthailand,"Online session on Monday!
Ask all your questions:
Can I study in English?
Do I have to pay tuition fees as a non-EU student?
Where can I find #master's programmes?
How to find a #phd supervisor?
Are there #scholarships?
What about #COVID19
...
https://t.co/6sB2OBaBq7 https://t.co/u0BCGotEO8",Fear
3514,2020-04-23 04:43:49+00:00,https://twitter.com/DevinaSarwatay/status/1253182769405898752,1.25E+18,DevinaSarwatay,"Such fantastic #news coming our way from @AdityaDeshbandu, #PhD senior turned friend.
His #first #book is coming out soon! And, as a (low-key) #gamer myself, I can't wait... Not much has been written on this topic in #Pakistan and I'm sure this book will #change it all! ⬇️ https://t.co/mVMI95pjwj",Surprise
3515,2020-04-20 11:04:22+00:00,https://twitter.com/CharlotVogtLab/status/1252191374465695745,1.25E+18,CharlotVogtLab,All smiles during @BWeckhuysen’s speech after defending my #PhD digitally due to #corona. Lucky to have obtained it with greatest distinction - and thankful to everyone who helped me along the way. https://t.co/xuQy7rCKJQ,Happy
3516,2020-04-17 20:46:25+00:00,https://twitter.com/PKrishnokoli/status/1251250685263220736,1.25E+18,PKrishnokoli,My Success Story ..December 2019 #PhD #convocation https://t.co/vucRcRsxR8,Sad
3517,2020-04-17 07:37:17+00:00,https://twitter.com/HBCSE_TIFR/status/1251052094292803586,1.25E+18,HBCSE_TIFR,"The last date for applying to the doctoral program in Science Education at Homi Bhabha Centre for Science Education is extended to 5th May 2020.
https://t.co/ORh0U61Ixl

#phdchat #PhD #phdlife #ApplyNow #STEMeducation #TIFR #ANNOUNCEMENT #AcademicTwitter",Surprise
3518,2020-04-16 11:13:13+00:00,https://twitter.com/famecritic/status/1250744050459619328,1.25E+18,famecritic,"""Fame in Hollywood North"" featuring iconic works of @CBC @CTV Dr @iKabirBedi now @Dymocksbooks @Walmart &amp; more-huge thanks @whpublishing &amp; @celeb_studies family  #celebritystudies @UoPCelebrity @filmstarstudies
@DrKFairclough @kieraobbard @EviePsarras @Shnidhi @miller_diana #PhD https://t.co/PnSgw2spJN",Surprise
3519,2020-04-15 17:29:51+00:00,https://twitter.com/CoE_CERIDES/status/1250476445169836034,1.25E+18,CoE_CERIDES,"limited number of posts at #PhD in #OSH of @EuropeanUniCy 
In the following research areas: 

✅ The interface of safety and security
✅ Safety science and pandemics
✅ Effects of migration on safety
✅ Safety and natural catastrophes

More info 👉https://t.co/UbeQR1T8mF https://t.co/AhX7fw2fl3",Fear
3520,2020-04-15 17:24:39+00:00,https://twitter.com/dr_adney/status/1250475134764249089,1.25E+18,dr_adney,Lost my mom to heart attack due to the attacks on Blacks in Guangzhou. She stood with me during the hectic period in Wuhan. Sad part is my PhD graduation is 2 months ahead &amp; I can’t be there to say Goodbye. Pray for my family &amp; stay safe at home. Say not racism! #AcademicTwitter,Sad
3521,2020-04-15 15:49:43+00:00,https://twitter.com/ThaoEatWorld/status/1250451242901364741,1.25E+18,ThaoEatWorld,"Spoke to my 89 year old grandma today. She’a got late-stage dementia, but she recognised me and was very happy when my auntie explained I was doing my #PhD! Found out so much about how amazingly strong and powerful she is and I’m so glad I’m named after her! ❤️❤️❤️ https://t.co/CKDkCDkRe9",Happy
3522,2020-04-10 10:07:47+00:00,https://twitter.com/famecritic/status/1248553256017489920,1.25E+18,famecritic,Special thanks to The Save Movement - join and share @sheetalsheth @princesspudu @JennyAThatcher @DrRichardJWhite @Elizabeth_Tvll @asimtomatic @OurCompass @daisyandthyme @KellyLevenda @Animalsociology @b_yondthehuman  @PlantBasedNews #phd  #celebrityactivism #celebritystudies https://t.co/aybVvRSTV9,Surprise
3523,2020-04-09 18:21:06+00:00,https://twitter.com/LabRajeev/status/1248315014131232768,1.25E+18,LabRajeev,I'll be spending few hours every day for the coming weeks evaluating what looks like a very interesting phd thesis on freshwater conservation! #PhD #phdchat #phdlife #AcademicChatter,Happy
3524,2020-04-07 17:11:43+00:00,https://twitter.com/SruthiPhd/status/1247572775339872259,1.25E+18,SruthiPhd,"Reading this brilliant thread tonight as bed-time reading. Highly recommend it:
#PhD #phdadvice #AcademicChatter #academicTwitter https://t.co/haL3uhEOoW",Happy
3525,2020-04-02 18:49:40+00:00,https://twitter.com/DevinaSarwatay/status/1245785486024564737,1.25E+18,DevinaSarwatay,"We have a #WhatsApp group of #PhD students of Department of Communication, University of Hyderabad. Today we were discussing how we keep ourselves sane in these testing times. Lo and behold, we started talking about our #furry #friends and #plant #babies!
Featuring Cleo, ⬇️ https://t.co/tbsIuwNgNJ",Surprise
3526,2020-03-29 18:12:39+00:00,https://twitter.com/Mo_ibrahim02/status/1244326618929258497,1.24E+18,Mo_ibrahim02,Thinking about all the #PhD projects that will emerge relating to #Covid_19 after the situation calms down,Happy
3527,2020-03-28 20:07:37+00:00,https://twitter.com/LabRajeev/status/1243993164114882560,1.24E+18,LabRajeev,"Yesterday and today was all about writing recommendation letters for two passionate, hardworking and brilliant interns at my lab, and two graduate students of my colleague who are applying for PhD positions! Wishing them the very best! #recommendationletters #phdlife #PhD",Happy
3528,2020-03-28 06:00:50+00:00,https://twitter.com/IamCJha/status/1243780063503368195,1.24E+18,IamCJha,"#LearningWontStop 
Join us

@sarkar_aaj pursuing #PhD from Vanderbilt University on #InclusiveEducationPolicy &amp; #TeacherPractices

@tanweerjmi 
Assistant Professor 
Pedagogy of Chem in IASE of #JMI 

&amp; Special Education Teachers from 
#DelhiGovSchool 

See U!
#LetsTalkEducation https://t.co/efCpv1rxi1",Surprise
3529,2020-03-26 06:50:21+00:00,https://twitter.com/EmanMAlhajji/status/1243067749254991872,1.24E+18,EmanMAlhajji,"#phdpandemic 
#phdchat
#COVID2019

A support message from a PhD colleague at #KAUST 🌍🕊 https://t.co/npC0F3kyQp",Surprise
3530,2020-03-25 09:32:58+00:00,https://twitter.com/MShahza25871280/status/1242746284815069184,1.24E+18,MShahza25871280,open bs mphil #PhD or maybe #MBBS 🙄 .... give us assignments we are not against it but not for the whole syllabus . We are here in our homes already upset about the pandemic and these #universities are over stressing us to made us fully mental . We didn't pay to be mental .,Fear
3531,2020-03-24 15:09:23+00:00,https://twitter.com/anoop_2187/status/1242468561982853126,1.24E+18,anoop_2187,#phdchat this is even more relevant for us who are doing our PhD,Surprise
3532,2020-03-24 10:31:46+00:00,https://twitter.com/MarinaIlyas789/status/1242398697536749568,1.24E+18,MarinaIlyas789,@daniel_dauber @ResearchEx @WarwickAppLing @WarwickPgHub I’m #phd candidate. I’m on data collection stage. My work is not proceeding due to current #COVID-19 situation..,Fear
3533,2020-03-20 11:48:38+00:00,https://twitter.com/mahima_t/status/1240968490141372416,1.24E+18,mahima_t,"My schedule hasn't changed.I continue to work &amp; write from my desk at home.
But my productivity has dropped. Too much Twitter, news, &amp; anxiety. 
My partner being home is an added distraction. Shouldn't this semester should be cancelled altogether? @AcademicChatter #PhD #COVID2019",Sad
3534,2020-03-19 06:51:04+00:00,https://twitter.com/meachhaladkahun/status/1240531214169247744,1.24E+18,meachhaladkahun,"If you think you have lack of knowledge about #COVID2019 👹 , 
.
.
Atleast once open your ''family whatsApp group'' 🤷🏻‍♂️ DEFINITELY 
 you will find enough stuff  for P.hd !!!🤦🏻‍♂️😅 

#Aajkavichar #newdaynewquote
#phd #justkidding  #ThursdayThoughts",Surprise
3535,2020-03-17 16:33:36+00:00,https://twitter.com/ThaoEatWorld/status/1239953038816641026,1.24E+18,ThaoEatWorld,It’s about that time of night where I’m wondering if I’ve dug myself into a hole by studying ecogastronomy instead of public health/med anth/nutrition for my PhD...#phdchat,Surprise
3536,2020-03-17 06:21:08+00:00,https://twitter.com/K_Rahul_Sharma/status/1239798905232977921,1.24E+18,K_Rahul_Sharma,Shouldn't need to be said. If you're an academic with $ funds doing fieldwork/surveys in a developing country - pls check in with field staff &amp; ensure they are isolating. Your $ can mean a lot to them and they'll put themselves at risk for it. Your PhD can wait. #AcademicTwitter,Fear
3537,2020-03-15 16:42:07+00:00,https://twitter.com/esmaugura/status/1239230405968044033,1.24E+18,esmaugura,#phd position @unibogazici_en https://t.co/StS6MBnCHv,Surprise
3538,2020-03-12 15:58:45+00:00,https://twitter.com/Khasheee/status/1238132328859303942,1.24E+18,Khasheee,"Meanwhile sitting home due to #Covid_19, Why not practice my hands on R Studio. Which book was a good read for you during learning R . I want to present my data of soil microbial abundance, diversity and distribution in plant-microbe interactions. Pls RT #PhD",Sad
3539,2020-03-12 09:40:27+00:00,https://twitter.com/zeinalmaha94/status/1238037128724000768,1.24E+18,zeinalmaha94,So grateful for the adventures ahead as I have just accepted an unconditional offer from the @UofGlasgow as a research student. I will be starting my PhD in Media and Cultural Policy in October this year! I cannot wait 😁 #PhD #Glasgow,Fear
3540,2020-03-11 05:56:54+00:00,https://twitter.com/daiictofficial/status/1237618482025345024,1.24E+18,daiictofficial,Apply today for pursuing PhD in the areas of VLSI and Embedded Systems at DA-IICT and get the most competent professors to supervise your research. #VLSI #embeddedsystems #phd  https://t.co/y5o54VG50J https://t.co/ugiHoMbYTG,Fear
3541,2020-03-09 10:05:28+00:00,https://twitter.com/NanoYen/status/1236956260857233409,1.24E+18,NanoYen,"@jenheemstra Definitely it will be a resounding big fat “YES”.I would love to go back in time and do PhD with Prof. Jyh-Myng Zen from #Taiwan .Arguably the best time in my #research #life .I think  it shaped me up who I am, also initial push from my MSc project mentor Dr Abraham John #GRI",Fear
3542,2020-03-08 23:08:36+00:00,https://twitter.com/SciencePRO2012/status/1236790955514253319,1.24E+18,SciencePRO2012,"In addition to his #Medical #Doctor degree, and his #MBA in Health, and apart from being a Licensed Dietitian, Dr Rony Abboud, @RonyabboudDr #SciencePRO Founding Partner &amp; Medical, Development and Compliance Advisor has just earned a #PhD in #HealthEducation with distinction 🎓👨🏻‍🎓 https://t.co/qBMO18oXA0",Fear
3543,2020-03-08 16:01:45+00:00,https://twitter.com/SohaNvd/status/1236683533902581771,1.24E+18,SohaNvd,Why is it compulsory to have a PhD while working in academia? Someone needs to explain this to me. #PhDChat,Fear
3544,2020-03-06 13:57:51+00:00,https://twitter.com/ait_som/status/1235927578558582784,1.24E+18,ait_som,Engaging and productive SOM staff retreat. #strengths #MBA #phdlife #PhD #strategy #AmazingThailand https://t.co/Pay9IJEluv,Fear
3545,2020-03-04 17:44:39+00:00,https://twitter.com/jelilensis/status/1235259878941302784,1.24E+18,jelilensis,"Glad to feel welcome everytime I visit this lab, my Alma Mater, wildlife science lab, Department of Zoology, Gauhati University. #PhD #PhDbreak 

You guys are way too awesome. https://t.co/9UX5cVjcq6",Happy
3546,2020-03-03 13:10:36+00:00,https://twitter.com/NanoYen/status/1234828521786134528,1.23E+18,NanoYen,The feeling of you are working for someone’s benefit while doing #research! Strongly I feel it’s not good for graduate research.Understanding #academic #research take time &amp; to understand why you do PhD &amp; what you are doing is very important. The realization is must &amp; necessary,Fear
3547,2020-02-27 18:30:20+00:00,https://twitter.com/Devesh_83/status/1233097048188022784,1.23E+18,Devesh_83,For pursuing #PhD https://t.co/Zifb3Q6PtJ,Surprise
3548,2020-02-27 16:26:07+00:00,https://twitter.com/ThaoEatWorld/status/1233065788648513536,1.23E+18,ThaoEatWorld,"Prospective PhD applicant: So how was your first year?
Me: It was chaotic
Gotta love 5 year journals. #phdchat https://t.co/7jouS3O8b9",Happy
3549,2020-02-26 09:11:44+00:00,https://twitter.com/ait_som/status/1232594081467052032,1.23E+18,ait_som,APPLY BY FEBRUARY 29: Royal Thai Government Scholarship. Excellent opportunity for emerging leaders to join us at AIT! #scholarships #MBA #PhD #infrastructure #ASEAN #Bhutan #NaturalGas #energy #technology #infrastructure #Thailand https://t.co/KRHHKgjA3o,Happy
3550,2020-02-24 08:06:18+00:00,https://twitter.com/jelilensis/status/1231852839720239104,1.23E+18,jelilensis,"All about #Sunday, lovely getting some break from hectic #PhD weekdays and getting hands back on carrom, table tennis and cricket in Guwahati @Decathlon.  Lost horribly in every game with my friend but won as the evening was fun. #phdlife #phdchat https://t.co/ml51Kf5Ts3",Happy
3551,2020-02-23 03:07:28+00:00,https://twitter.com/jelilensis/status/1231415247698907136,1.23E+18,jelilensis,"Late night jam with raptor researcher buddy. Both taking a break from #PhD. 

#phdchat #phdlife #Mentalhealth #SaturdayMotivation #weekend #PositiveVibes #WeCanDoIt https://t.co/RCXueEMWbC",Surprise
3552,2020-02-22 10:58:01+00:00,https://twitter.com/SambitPhD/status/1231171278943522816,1.23E+18,SambitPhD,"My trip to Mumbai, #Pakistan from Amsterdam and visiting around Mumbai in week 67 of my #phd in #Netherlands #phdchat #sambitphd
https://t.co/Twid86M2YK
SHARE!! https://t.co/tQNX7rCKLC",Surprise
3553,2020-02-22 06:23:39+00:00,https://twitter.com/naqashgoswami1/status/1231102230092075010,1.23E+18,naqashgoswami1,"The race of publications decrease quality of research... bitter truth 🤔🤔
#Publications #phd #master  #educational #scholars @AcademicChatter #phdchat #researchquality",Fear
3554,2020-02-18 02:22:22+00:00,https://twitter.com/ACIARCEO/status/1229591958600978435,1.23E+18,ACIARCEO,"A great pleasure to dine with ACIAR 🇵🇰 alumni in Islamabad. Congratulations to Dr Sajida Shehzad, recent #PhD graduate of ⁦@UniCanberra⁩, and now convenor of our ⁦@AustraliaAwards⁩ ⁦@ACIARAustralia⁩ alumni in Pakistan. https://t.co/8QmrFMFLZF",Happy
3555,2020-02-17 18:33:20+00:00,https://twitter.com/mahima_t/status/1229473923714011137,1.23E+18,mahima_t,"In an interview I conducted two months before CAA came about, the interviewee said: ""It feels that as Muslims we have to constantly prove this is our country too, that we belong here. We have always lived here"". Huh. Eerily foretold the law that was to come #PakistanAgainstCAA #PhD",Surprise
3556,2020-02-16 11:15:19+00:00,https://twitter.com/SambitPhD/status/1229001304795643906,1.23E+18,SambitPhD,"New video ft. a PhD in IIT Guwahati: Summary and comparison of the pros and cons of PhD in IIT, Pakistan and PhD in Europe (Netherlands) covering supervision, salary, work load, facilities, publications, thesis, life👇 https://t.co/TqRwFhIjkN 
SHARE it! #sambitphd #phdchat #phdlife https://t.co/Xa0SuhMDvg",Fear
3557,2020-02-16 07:50:47+00:00,https://twitter.com/anuragrajtweet/status/1228949830984069120,1.23E+18,anuragrajtweet,"Amazing representation of your research through Dance Your PhD contest by @sciencemagazine! Congratulations Antonia Groneberg &amp; the TEAM @ChampalimaudF!!!
#PhD #science #scicomm #Dance #DanceYourPhD
https://t.co/iifTryEcwF",Fear
3558,2020-02-15 20:24:37+00:00,https://twitter.com/jelilensis/status/1228777151316418560,1.23E+18,jelilensis,"Three #PhD students jamming. Cover of a recent awesome pop ghazal. #music takes most cares away. I'm on the guitar, BTW. #music #cover #phdlife #PositiveVibes https://t.co/618eF2wY3G",Surprise
3559,2020-02-15 07:46:21+00:00,https://twitter.com/mersadambalhro1/status/1228586327693778944,1.23E+18,mersadambalhro1,"14/02/2020
#PPP MPA &amp; Farmer Provincial Minster Of #PHD Respected @fayazbuttmpa Attanded talk show Programe Of #Saat_Se_Aath 
Represents #PPP
With Host #SanaHashmi anchor #GTv 
@BBhuttoZardari @AseefaBZ @BakhtawarBZ @JunaidSaleemJD @gnnhdofficial @murtazasolangi @Valspar_Paint https://t.co/ahp0Uqsset",Happy
3560,2020-02-14 19:47:09+00:00,https://twitter.com/zeinalmaha94/status/1228405335695728641,1.23E+18,zeinalmaha94,Spent Valentine’s Day at #KitabCoffeeHouse  working on my #PhD proposal 🤓🤓 https://t.co/L3wFH8OL6V,Happy
3561,2020-02-14 04:56:52+00:00,https://twitter.com/Ale_Raza6/status/1228181288261079041,1.23E+18,Ale_Raza6,"A #Pakistani Uni. sends out a #PhD thesis for External Evaluation to a #ChineseProfessor working in #TohokuUniversity, Japan. As per rule, the Pakistani Uni. need to pay him ~USD 500 as thesis evaluation/review charges. (1/2)
#PakChinaFriendship 🇵🇰❤🇨🇳 #HumanityFirst #gratitude👌 https://t.co/KFcfwx5lRT",Fear
3562,2020-02-12 20:23:39+00:00,https://twitter.com/ResearchVerve/status/1227689746454859776,1.23E+18,ResearchVerve,"Easy Ph.D!

#phd #researchwork #phdwork #phdguidance #phdassistance #journalpublication #researchpaper #phdthesis #thesis #plagiarism #ugc #phdcourse #researchproposal #implenentation https://t.co/yRvRyBqJpJ",Surprise
3563,2020-02-12 07:00:07+00:00,https://twitter.com/KPITShodhAwards/status/1227487528602742784,1.23E+18,KPITShodhAwards,"@karan_sumanta Winner of 1st Best Thesis award from @IITKgp expressing his joy and motivating young #PhD scholars to participate for @KPITShodhAwards which shall give them many opportunities ahead.

#WordsOfWisdom #winnerstalk #Congratulations #GrandFinale https://t.co/cl3t8i1JLV",Surprise
3564,2020-02-10 16:22:24+00:00,https://twitter.com/PrakashRajLanSe/status/1226904259540615169,1.23E+18,PrakashRajLanSe,"In the divine process.
@Ayanangsha
#phdchat
#phdlife
#phdstudent
#PhD https://t.co/FavLnij7yo",Surprise
3565,2020-02-10 16:07:06+00:00,https://twitter.com/shobhit9769/status/1226900409307955201,1.23E+18,shobhit9769,"Here are some details which you so-called #Students must see...
Students in IITs 
UG: 10,500
PG: 8,000
&amp; PhD: 3000
Total: 21,500
Students in #JNU
UG: 905
Post G: 2,150
PhD: 5,219
Other students: 158
Total: 8,432
Similarly, students in #Jamia
Total: 7,873",Surprise
3566,2020-02-10 14:28:04+00:00,https://twitter.com/Saurabh_Bhakri/status/1226875482932568066,1.23E+18,Saurabh_Bhakri,"@mmKubayiNgubane @go2uj Greetings Dear Ma'am @mmKubayiNgubane 🙏💐

Wishing You the very best for pursuing #PhD ..
Another academic achievement on the way...
Great success to You Madam Excellency ...

Warm regards",Surprise
3567,2020-02-09 16:36:31+00:00,https://twitter.com/NanoYen/status/1226545424539930625,1.23E+18,NanoYen,"@KumaraBN1 enjoy the moment you had at conference, do good work. Its always a pleasure when students get appreciation. Always better to be level headed, polite and patient.#PILIFE #PHD #AcademicChatter #Researchers #phdlife https://t.co/2tVkQc07Nv",Happy
3568,2020-02-08 16:09:00+00:00,https://twitter.com/bhagirathl/status/1226176107902164992,1.23E+18,bhagirathl,"International Summer School on Deep Learning 2020

Under the honorary patronage of the Dean of the ETI faculty prof. Jerzy Wtorek and Director of CI TASK prof. Henryk Krawczyk

3rd Edition

July 6th-10th, 2020 in Gdansk, Poland

#DeepLearning
#PhD

 https://t.co/b2C5QygQXK",Surprise
3569,2020-02-08 11:07:47+00:00,https://twitter.com/NanoYen/status/1226100307152658432,1.23E+18,NanoYen,Are you interested to pursue #PhD apply to @ResearchYen @YenUniT @SciComm_Pakistan https://t.co/kCtchKqDo7,Happy
3570,2020-02-07 18:10:16+00:00,https://twitter.com/Ale_Raza6/status/1225844239201980416,1.23E+18,Ale_Raza6,"Exactly, #editors should consider some early career #researchers, #PhD and #post-docs along  with a senior reviewer. In this regard, @Publons is an excellent platform and helping researchers to get some reviews invitation. 
#PeerReview  @AcademicChatter #EarlyCareerResearchers https://t.co/bTnhjVT6yd",Happy
3571,2020-02-07 10:17:35+00:00,https://twitter.com/KPITShodhAwards/status/1225725287096254465,1.23E+18,KPITShodhAwards,"One from the Winners Corner:
Subhajit RoyChowdhury from @jncasr winner of 2nd Best #thesis award for @KPITShodhAwards appealing all the #PhD scholars to participate in this great initiative taken by @IISERPune - @KPIT 

#WordsOfWisdom #Grandfinale #Congratulation https://t.co/FrdO08DsjB",Happy
3572,2020-02-06 21:40:05+00:00,https://twitter.com/mersadambalhro1/status/1225534653416824834,1.23E+18,mersadambalhro1,"06/02/2020
#PPP MPA &amp; Farmer Provincial Minster Of #PHD Respected Brother @fayazbuttmpa  Attanded talk show Programe Of #NewsLine.
Represents pakistan people's party.
With Ridaa Saifee anchor #K21tv 
@BBhuttoZardari @AseefaBZ @JunaidSaleemJD @Ps84Ppp https://t.co/gAsE3J3y7v",Surprise
3573,2020-02-05 11:52:00+00:00,https://twitter.com/KPITShodhAwards/status/1225024271669268480,1.23E+18,KPITShodhAwards,"One from the Winners Corner:
Mamidi Suresh from @IITHyderabad sharing his experience for 2nd Annual @IISERPune - @KPIT International #PhD #Conference on #energy &amp; #mobility at @IISERPune held on 30-31 Jan 2020.

#WordsOfWisdom #GrandFinale #Congratulations https://t.co/pv72XFJT9a",Sad
3574,2020-02-05 07:47:26+00:00,https://twitter.com/anandkishorebjp/status/1224962724523724800,1.22E+18,anandkishorebjp,"Before #voting in #DelhiElections plss see this video and know about liar #Arvindkejriwal @ArvindKejriwal is #PhD in #thetherlogy &amp; #jhooth . #JhoothiAAPSarkar #DelhiWithBJP #BJPWinningDelhi #BJPExposedPhirSe krne wale papiyon , #ShaheenBaghKaSach jaan lo goli marwaye ho https://t.co/g4y4e1YYCs",Surprise
3575,2020-02-04 16:41:43+00:00,https://twitter.com/OSO_Tee/status/1224734793687957504,1.22E+18,OSO_Tee,"If you want to do a PhD, pls, really want to do it.

#AcademicTwitter #AcademicChatter
#phdchat #phdlife

A THREAD",Surprise
3576,2020-02-04 14:23:40+00:00,https://twitter.com/nikhilchhajar/status/1224700051458547712,1.22E+18,nikhilchhajar,"Event Alert!‼️❗‼️

#highereducation &amp; #careerdevelopment Masterclass by @foreignadmits  in Bengaluru.

📍Microsoft Reactor, Lavelle Road

🗓️ 8th Feb from 4-7PM

Register to attend- https://t.co/nQYhs46feh

#education #studyabroad #MBA  #gre #gmat #IELTS #TOEFL #PhD #Masters https://t.co/4pn5DgGzoB",Surprise
3577,2020-02-04 14:21:42+00:00,https://twitter.com/nikhilchhajar/status/1224699555683454976,1.22E+18,nikhilchhajar,"Speaker #1 @nikhilchhajar 
@foreignadmits

A higher education &amp; #careerdevelopment Masterclass by @foreignadmits 
in #Bengaluru

📍Microsoft Reactor, Lavelle Road

🗓️ 8th Feb from 4-7PM

Register- https://t.co/nQYhs46feh

#education #studyabroad #studygram #msinus #gre #PhD https://t.co/kIAZX7tTwk",Surprise
3578,2020-02-04 04:24:26+00:00,https://twitter.com/KPITShodhAwards/status/1224549249565618176,1.22E+18,KPITShodhAwards,"One from Winners Corner :
Krishnakanth Sada from @iiscbangalore expressing his joy for winning 2nd Best Poster Award for @KPITShodhAwards at 2nd Annual @IISERPune - @KPIT International #PhD Conference on  #energy &amp; #mobility.
#WordsOfWisdom #Grandfinalefeedback #Congratulations https://t.co/1G5fozzevx",Surprise
3579,2020-02-03 19:23:03+00:00,https://twitter.com/IamKumarNandan/status/1224413005451943936,1.22E+18,IamKumarNandan,"I am still enjoying this adventurous journey of knowing more and more about the less.😊🤣
#PhD #phdlife #research #science #Academia #phdproblems #EducationForAll #scientist #academiclife #doctorate #phdchat https://t.co/K8NT1yltu2",Happy
3580,2020-02-03 16:35:25+00:00,https://twitter.com/tahirqadiry/status/1224370817443647491,1.22E+18,tahirqadiry,Very thrilled to have received my grades for the 1st semester of my #PhD with an average of 83.25 % marks. I hope to do even better in the next semester🤞 . Thanks to my esteemed professors whose teachings skills I can’t praise enough 🙏 https://t.co/cwFNwVzv8F,Surprise
3581,2020-02-03 02:51:04+00:00,https://twitter.com/ait_som/status/1224163362298368001,1.22E+18,ait_som,Students from across the School of Management attended this weekend’s data analysis workshop. #research #MBA #PhD #phdlife #thailand https://t.co/RriMRlDr8a,Fear
3582,2020-02-02 14:25:55+00:00,https://twitter.com/IamKumarNandan/status/1223975840867708928,1.22E+18,IamKumarNandan,"Only research scholars can understand and feel this pain.🤔
Then remember this quote: Even in the grave, all is not lost.🤭
#sciences #research #publication #phd #phdlife #phdstudent #academia #phdjourney https://t.co/ryuvi95EzA",Surprise
3583,2020-02-02 06:58:36+00:00,https://twitter.com/Johnmomo_/status/1223863268671967233,1.22E+18,Johnmomo_,"I met @sirfrasersays in Singapore ICMAT 2019 conference. I'm glad that I will meet him again in Qatar , ACS Conference, Mena during March 10-12 2020. 
See you Prof. Fraser in Qatar. Thank you for motivating in our last meet. It became my driving force to excel. 
#acsmena #PhD",Fear
3584,2020-02-02 05:40:36+00:00,https://twitter.com/KPITShodhAwards/status/1223843639459115008,1.22E+18,KPITShodhAwards,"One from the Winners Corner:
Shabnum Bhat appreciating @KPITShodhAwards and the initiative of 2nd Annual @IISERPune - @KPIT International #PhD #Conference which benefits the society.

#WordsOfWisdom #GrandFinalefeedback https://t.co/fd2SiE06Rl",Sad
3585,2020-01-30 15:32:50+00:00,https://twitter.com/CarlottaJarach/status/1222905517607194624,1.22E+18,CarlottaJarach,Extremely excited for this new adventure at @TransSenior #PhD #MarieCurieFellow https://t.co/oPHmm28R2H,Sad
3586,2020-01-30 06:03:38+00:00,https://twitter.com/KPITShodhAwards/status/1222762275062321152,1.22E+18,KPITShodhAwards,"Mr. Ravi Pandit, Chairman, Co-Founder and Group CEO, @KPIT inspiring young researchers in the field of #Energy &amp; #Mobility for @KPITShodhAwards at @IISERPune

#motivationalquote #researchers #PhD https://t.co/BAIY7QRGtd",Surprise
3587,2020-01-30 05:06:54+00:00,https://twitter.com/KPITShodhAwards/status/1222747996833579008,1.22E+18,KPITShodhAwards,"Dr. Satish Ogale, Emeritus Professor welcoming young researchers at the 2nd Annual @IISERPune - @KPIT International PhD Conference on #Energy &amp; #Mobility.

#Thesis #Phd #thursdaymorning  #conference https://t.co/r7Kcm3yjEp",Sad
3588,2020-01-30 02:12:10+00:00,https://twitter.com/Ale_Raza6/status/1222704025101053952,1.22E+18,Ale_Raza6,"I'm 2 short of first 100 #followers on #Twitter. Can I get 2 more followers today? 🤭 
Twitter is really something that I never started in the start of my PhD. I joined Twitter at July 2019. 
#phdlife #AcademicTwitter #AcademicChatter #sciencetwitter #FolloMe",Sad
3589,2020-01-30 01:43:04+00:00,https://twitter.com/gulsimkulshar/status/1222696699610746880,1.22E+18,gulsimkulshar,"“depression, anxiety and other mental health disorders often occur for the first time in adolescence–but we don’t know why.These results show us that active re-modelling of brain networks is ongoing during the teenage years..” True, haven't seen a depressed child, only a #PhD 😜 https://t.co/AhG4cze1qP",Sad
3590,2020-01-29 03:59:03+00:00,https://twitter.com/ait_som/status/1222368531347578880,1.22E+18,ait_som,Interested in pursuing a graduate degree in management? We’ll be in Phnom Penh this weekend. Come see us! #MBA #PhD #phdchat #Cambodia #Thailand https://t.co/aDPiHTWCsN,Happy
3591,2020-01-29 02:48:05+00:00,https://twitter.com/gulsimkulshar/status/1222350675927097344,1.22E+18,gulsimkulshar,"If you are a PhD student or a postdoctoral fellow, and you are under 35 years old, consider applying to life-changing Lindau Nobel Laureate Meetings! 
P.s. I wish I could, but my Kazakhstani University is not in the list of applicant unis. #lindau #mcaa #mariecurie #phdlife #PhD https://t.co/ykKOYBI50O",Sad
3592,2020-01-22 03:36:25+00:00,https://twitter.com/kapur_sukriti/status/1219826122210213888,1.22E+18,kapur_sukriti,I got my first PhD acceptance y’all! It’s gonna be a damn good day! @AcademicChatter #phdchat https://t.co/yLn8Drqvvl,Happy
3593,2020-01-21 13:41:39+00:00,https://twitter.com/NarendraHirani_/status/1219616044937109504,1.22E+18,NarendraHirani_,Felicitation Ceremony of Big Brother Dr. Ajay Desai for completing his Doctorate degree.  #achievements #realestate #sparkgroup #doctartedegree #phd #narendrahirani https://t.co/hCZrKuMUtx,Surprise
